"id","name","bbe","gb_rate","air_rate","fb_rate","ld_rate","pu_rate","pull_rate","straight_rate","oppo_rate","pull_gb_rate","straight_gb_rate","oppo_gb_rate","pull_air_rate","straight_air_rate","oppo_air_rate"
665828,"Cabrera, Oswaldo",84,0.5119047619047619,0.48809523809523814,0.14285714285714285,0.27380952380952384,0.07142857142857142,0.4166666666666667,0.36904761904761907,0.21428571428571427,0.27380952380952384,0.21428571428571427,0.023809523809523808,0.14285714285714285,0.1547619047619048,0.19047619047619047
665862,"Chisholm Jr., Jazz",67,0.373134328358209,0.6268656716417911,0.373134328358209,0.13432835820895522,0.11940298507462686,0.3880597014925373,0.4626865671641791,0.14925373134328357,0.208955223880597,0.14925373134328357,0.014925373134328358,0.17910447761194032,0.31343283582089554,0.13432835820895522
700250,"Rice, Ben",120,0.43333333333333335,0.5666666666666667,0.2916666666666667,0.23333333333333334,0.041666666666666664,0.5,0.3,0.2,0.225,0.15,0.058333333333333334,0.275,0.15,0.14166666666666666
683011,"Volpe, Anthony",142,0.43661971830985913,0.5633802816901409,0.2746478873239437,0.2323943661971831,0.056338028169014086,0.28169014084507044,0.43661971830985913,0.28169014084507044,0.176056338028169,0.21830985915492956,0.04225352112676056,0.10563380281690143,0.21830985915492956,0.23943661971830987
641355,"Bellinger, Cody",151,0.304635761589404,0.695364238410596,0.3708609271523179,0.24503311258278146,0.07947019867549669,0.4105960264900662,0.3509933774834437,0.23841059602649006,0.152317880794702,0.11920529801324503,0.033112582781456956,0.2582781456953642,0.2317880794701987,0.2052980132450331
669224,"Wells, Austin",120,0.3416666666666667,0.6583333333333333,0.35,0.21666666666666667,0.09166666666666666,0.35833333333333334,0.3333333333333333,0.30833333333333335,0.15833333333333333,0.125,0.058333333333333334,0.2,0.20833333333333331,0.25
672724,"Peraza, Oswald",56,0.44642857142857145,0.5535714285714286,0.25,0.21428571428571427,0.08928571428571429,0.4642857142857143,0.32142857142857145,0.21428571428571427,0.26785714285714285,0.14285714285714285,0.03571428571428571,0.19642857142857145,0.1785714285714286,0.17857142857142855
622569,"Reyes, Pablo",17,0.47058823529411764,0.5294117647058824,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.5294117647058824,0.35294117647058826,0.11764705882352941,0.29411764705882354,0.058823529411764705,0,0.23529411764705882,0.29411764705882354
592450,"Judge, Aaron",153,0.38562091503267976,0.6143790849673203,0.3464052287581699,0.24183006535947713,0.026143790849673203,0.4117647058823529,0.32679738562091504,0.26143790849673204,0.2549019607843137,0.1111111111111111,0.0196078431372549,0.1568627450980392,0.21568627450980393,0.24183006535947715
641555,"Escarra, J.C.",39,0.4358974358974359,0.5641025641025641,0.1794871794871795,0.28205128205128205,0.10256410256410256,0.4358974358974359,0.28205128205128205,0.28205128205128205,0.2564102564102564,0.1282051282051282,0.05128205128205128,0.17948717948717952,0.15384615384615385,0.23076923076923078
663757,"Grisham, Trent",114,0.3333333333333333,0.6666666666666666,0.3684210526315789,0.20175438596491227,0.09649122807017543,0.4473684210526316,0.2982456140350877,0.2543859649122807,0.21052631578947367,0.09649122807017543,0.02631578947368421,0.2368421052631579,0.20175438596491227,0.2280701754385965
621439,"Buxton, Byron",104,0.38461538461538464,0.6153846153846154,0.2692307692307692,0.25961538461538464,0.08653846153846154,0.5384615384615384,0.3269230769230769,0.1346153846153846,0.2403846153846154,0.125,0.019230769230769232,0.298076923076923,0.20192307692307693,0.11538461538461538
670242,"Wallner, Matt",38,0.3157894736842105,0.6842105263157894,0.4473684210526316,0.18421052631578946,0.05263157894736842,0.42105263157894735,0.2631578947368421,0.3157894736842105,0.15789473684210525,0.07894736842105263,0.07894736842105263,0.2631578947368421,0.18421052631578946,0.23684210526315788
621043,"Correa, Carlos",134,0.5223880597014925,0.47761194029850745,0.20149253731343283,0.23880597014925373,0.03731343283582089,0.34328358208955223,0.41044776119402987,0.2462686567164179,0.19402985074626866,0.2537313432835821,0.07462686567164178,0.14925373134328357,0.15671641791044777,0.17164179104477612
664034,"France, Ty",160,0.4875,0.5125000000000001,0.26875,0.225,0.01875,0.3125,0.425,0.2625,0.175,0.2375,0.075,0.1375,0.1875,0.1875
663616,"Larnach, Trevor",148,0.4797297297297297,0.5202702702702703,0.22297297297297297,0.25,0.0472972972972973,0.38513513513513514,0.3581081081081081,0.25675675675675674,0.25,0.1891891891891892,0.04054054054054054,0.13513513513513514,0.16891891891891891,0.2162162162162162
669304,"Miranda, Jose",23,0.5652173913043478,0.43478260869565216,0.2608695652173913,0.17391304347826086,0,0.5652173913043478,0.34782608695652173,0.08695652173913043,0.30434782608695654,0.21739130434782608,0.043478260869565216,0.26086956521739124,0.13043478260869565,0.043478260869565216
