"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Neto, Zach","687263","98","19.4",52,"111.3","93.8","103.4","98.5","86.6","440","204","404","50",51,"17",17.3,11.2
"Misner, Kameron","670224","97","14.8",29.9,"109.7","88.2","98.7","92.5","84.1","431","160","389","31",32,"5",5.2,3.1
"Kjerstad, Heston","677008","97","12.1",35.1,"106.8","89","99.9","94.7","85","409","162","401","42",43.3,"9",9.3,6.1
"Meidroth, Chase","805367","97","8.3",23.7,"107.1","88.2","98.2","90.4","88.3","368","113","368","39",40.2,"1",1,0.8
"Baldwin, Brooks","681460","96","10",29.2,"110","89.8","99.8","93.2","87.8","407","133","396","37",38.5,"6",6.3,4.2
"Waters, Drew","671221","96","8.3",36.5,"109.6","86.7","98","89.1","84.5","408","145","408","29",30.2,"3",3.1,2.2
"Sánchez, Jesús","660821","96","7.2",27.1,"113","91.3","102.6","97","88.6","417","143","411","41",42.7,"9",9.4,6.1
"Ramírez, Agustín","682663","95","9.1",30.5,"114.7","91.4","104","97.8","86.9","424","157","407","46",48.4,"9",9.5,7.1
"Young, Jacob","696285","95","-2.7",23.2,"106.8","86.9","97.7","88.1","86.7","350","93",,"30",31.6,"1",1.1,0.8
"Trevino, Jose","624431","95","6",29.5,"107.9","88.4","99.6","94.5","84.9","409","140","388","40",42.1,"5",5.3,4.3
"Walls, Taylor","670764","95","15.4",24.2,"102.8","86.2","95.5","88.7","85","386","147","386","23",24.2,"2",2.1,1.4
"Sanoja, Javier","691594","95","11.9",32.6,"106.1","88.6","97.5","91.4","87.7","376","155","367","30",31.6,"2",2.1,1.6
"Pederson, Joc","592626","94","15.8",24.5,"111.7","90.5","100.9","95.5","87.9","409","156","405","41",43.6,"8",8.5,5.5
"Urías, Ramón","602104","94","10",30.9,"109.4","88.7","99.3","94.8","84.6","397","151","376","39",41.5,"8",8.5,6
"Williamson, Ben","810938","94","4.4",22.3,"110.4","87.5","100.3","88.7","87.3","398","133","398","41",43.6,"5",5.3,3.8
"Smith, Cam","701358","93","6.6",34.4,"112.8","86.9","100.9","88.9","86.4","412","139","378","36",38.7,"8",8.6,5.2
"Call, Alex","669743","93","11.9",32.3,"109.9","88.3","97","90.5","87.3","380","159",,"26",28,"3",3.2,2.3
"Iglesias, Jose","578428","92","-3.2",20.7,"109.5","82.4","94.4","86.4","81.4","351","87",,"21",22.8,"0",0,0
"White, Eli","642201","92","6.6",32.6,"108.5","87.7","100.1","92","84.7","434","139","426","35",38,"6",6.5,4.6
"Pham, Tommy","502054","92","4.6",30.4,"110.7","89","100.3","93.6","87.4","386","123",,"34",37,"2",2.2,1.4
"Naylor, Bo","666310","91","25.8",35.2,"108.8","90.5","99.8","94.6","85.2","425","194","402","33",36.3,"11",12.1,7.4
"Bailey, Patrick","672275","91","20.2",36.3,"107.8","87.7","98.2","90.9","83.8","403","195","403","31",34.1,"6",6.6,3.9
"Marte, Ketel","606466","90","10.8",26.7,"115.5","91.6","103.4","96.1","90.6","443","146","408","45",50,"13",14.4,10.4
"Smith, Pavin","656976","89","9",34.8,"109.9","90.1","99.9","92.7","87.8","429","155","409","39",43.8,"12",13.5,7.4
"Tovar, Ezequiel","678662","89","12.7",52.8,"111.1","90.9","100.5","94.1","85.6","425","186","422","38",42.7,"7",7.9,5.9
"Moore, Dylan","664238","89","20",37.1,"108.6","85.7","98.7","90.7","82.1","429","176","393","33",37.1,"10",11.2,7.2
"Hays, Austin","669720","88","16",35.2,"109.2","89.8","100.9","94.5","84.6","429","170","402","39",44.3,"12",13.6,9.4
"Merrill, Jackson","701538","88","9.3",43.2,"110.9","88.7","100.6","94.3","83.3","417","169","398","36",40.9,"14",15.9,11.7
"Kelly, Carson","608348","88","16",34.1,"109.7","90.6","100.8","95.5","85.3","418","184","387","40",45.5,"12",13.6,9.4
"Díaz, Elias","553869","87","16.6",28.7,"111.4","87.1","99.3","92.3","87.1","380","154","369","34",39.1,"5",5.7,4
"Jones, Nolan","666134","87","12.9",34.5,"110.3","92.8","102.5","96.4","91.3","422","165","416","43",49.4,"9",10.3,6.3
"Castro, Willi","650489","86","15.5",34.9,"109.9","85.3","98.2","91","79.8","402","170","395","29",33.7,"6",7,4.5
"Norby, Connor","681393","86","14",41.9,"108.2","88.4","99.7","96.2","80","408","182","390","36",41.9,"9",10.5,6.9
"Schneemann, Daniel","682177","85","6.5",34.1,"111.2","87.8","100.2","96.7","82.5","401","151","384","36",42.4,"12",14.1,9.2
"Quero, Edgar","700337","85","4.1",31.8,"106.9","90.8","99.8","94.3","89.1","374","141",,"39",45.9,"0",0,0
"Fitzgerald, Tyler","666149","85","16.5",31.8,"107","82.6","95.6","86.4","79.3","381","152","375","22",25.9,"4",4.7,3.1
"Alvarez, Yordan","670541","84","20.1",40.5,"113.6","94","102.6","97.1","92.9","436","204","424","39",46.4,"10",11.9,8.3
"Cabrera, Oswaldo","665828","84","8.8",29.8,"107.5","89.1","97.7","90.9","88.9","382","132","382","29",34.5,"0",0,0
"Martini, Nick","605361","84","14.6",26.2,"105.6","85.7","97.1","89.4","83.9","388","145","388","26",31,"3",3.6,2.7
"Baldwin, Drake","686948","83","7.8",41,"112.3","92.5","103.1","93.9","91.4","416","162","381","48",57.8,"9",10.8,8.6
"Urshela, Gio","570482","83","10.8",45.8,"107.7","86.6","97","92","83.2","399","156",,"25",30.1,"1",1.2,0.9
"Fermin, Freddy","666023","82","15.4",24.4,"108.3","88","97.8","91.1","88.1","396","143","391","25",30.5,"2",2.4,1.9
"Tellez, Rowdy","642133","82","18.7",37.8,"113.1","90.9","102.3","94.5","87.7","430","191","394","37",45.1,"15",18.3,12
"Jansen, Danny","643376","82","21.6",35.4,"106.7","87.8","97.9","93.6","83.1","401","191","362","32",39,"4",4.9,3
"Caballero, José","676609","82","16.1",45.1,"106.2","84.7","96.1","88.6","80.2","373","183","327","21",25.6,"3",3.7,2.2
"Seager, Corey","608369","82","12.1",32.9,"112.4","93.3","104.4","95.8","90.3","427","185","390","41",50,"13",15.9,12.1
"Dubón, Mauricio","643289","81","11.4",25.9,"108.6","84.6","96.1","84","87.6","385","130","385","22",27.2,"0",0,0
"Lukes, Nathan","664770","80","11.7",32.5,"104.8","87.6","97.5","89","88.5","391","152","378","26",32.5,"5",6.3,4.5
"Hicks, Liam","689414","80","12.8",35,"108.5","85.6","96.9","89.1","81.2","385","169","373","25",31.3,"5",6.3,4.8
"Benintendi, Andrew","643217","80","23.5",36.3,"108.5","88.5","98.1","94.5","78.6","401","201","381","28",35,"11",13.8,9.4
"Hernández, Enrique","571771","79","15.3",26.6,"109.8","91.4","100.8","95.2","87.9","438","159","395","33",41.8,"9",11.4,7.6
"Renfroe, Hunter","592669","79","17",24.1,"110.5","88.5","99.2","93.7","88.4","412","155",,"28",35.4,"5",6.3,4.6
"Caratini, Victor","605170","79","11.5",31.6,"110.1","88.9","99.5","93.5","85.1","390","156","365","31",39.2,"7",8.9,6.4
"Tena, José","677588","78","-1",30.8,"108.5","89.2","99.1","92.9","86.7","381","124",,"29",37.2,"5",6.4,4.6
"Baty, Brett","683146","77","8.2",36.4,"113.9","90","102.5","95.2","86.6","425","153","389","35",45.5,"11",14.3,9.6
"Barger, Addison","680718","77","12.6",37.7,"116.5","95.1","105.3","99.3","93.4","414","174","389","44",57.1,"9",11.7,8
"Mastrobuoni, Miles","670156","77","6.7",32.5,"107.2","89.1","98.6","93","84.9","376","142","345","32",41.6,"1",1.3,1
"Straw, Myles","664702","76","12.6",26.3,"105.8","87.7","95.6","89.9","86.8","397","152","397","19",25,"4",5.3,4.3
"Valdez, Enmanuel","665839","75","15.7",37.3,"108.5","89.8","100.1","94.2","87","405","171","394","32",42.7,"6",8,5.9
"Rosario, Amed","642708","75","11",36,"110.9","91.8","102","94.3","90.9","408","159","391","34",45.3,"4",5.3,4.3
"Tawa, Tim","694374","74","6.8",33.8,"109.7","88","99.9","92.6","84.1","438","157","398","28",37.8,"8",10.8,7.2
"Morel, Christopher","666624","74","20.4",32.4,"113.4","90.2","101.8","93.6","89.5","403","188","392","32",43.2,"12",16.2,8.7
"Marte, Starling","516782","73","12",23.3,"110.5","86.8","99.3","90.5","84.5","386","140","386","26",35.6,"3",4.1,2.8
"Triolo, Jared","669707","73","20.1",20.5,"106.2","89.8","99.2","92.2","91.5","394","164","392","26",35.6,"4",5.5,4
"Amaya, Miguel","665804","73","19.3",39.7,"108.1","87.6","98.3","89.8","84","393","186","379","25",34.2,"5",6.8,5
"Palacios, Joshua","641943","72","7.5",30.6,"110.3","87.9","101.3","96.7","82.9","412","146","382","30",41.7,"8",11.1,7
"Casas, Triston","671213","72","15.1",34.7,"110.9","87.6","101","94.9","77.8","396","180","382","32",44.4,"7",9.7,6.3
"Trout, Mike","545361","72","20.4",44.4,"115.4","90.5","102.5","94.6","85.8","484","216","398","33",45.8,"12",16.7,9.9
"Rocchio, Brayan","677587","72","7.5",33.3,"103.4","86.1","96.9","90","83.7","378","150",,"22",30.6,"2",2.8,2
"Canario, Alexander","672744","72","13.1",33.3,"112.1","90.5","102.9","96.1","87.2","402","163","380","38",52.8,"12",16.7,10.7
"Ibáñez, Andy","628451","71","11.6",29.6,"108.9","89.6","98.9","91","87.4","396","172","386","26",36.6,"3",4.2,3.3
"Mervis, Matt","670223","71","22.3",26.8,"108.2","88.3","99.9","93.4","83.7","421","164","389","27",38,"6",8.5,4.5
"Cronenworth, Jake","630105","70","14.5",21.4,"109.1","90.3","100.6","94.1","88.1","435","159","398","32",45.7,"3",4.3,2.7
"Westburg, Jordan","676059","70","13.9",25.7,"110","88.6","101.2","94.2","84.4","434","161","410","28",40,"9",12.9,9.2
"Murphy, Sean","669221","70","8.7",32.9,"112.5","90.1","102.8","95.7","83.8","429","173","396","31",44.3,"9",12.9,7.1
"Torrens, Luis","620443","69","8.6",44.9,"108","93.7","102.3","95.9","91.2","399","174","398","42",60.9,"12",17.4,11.9
"Heyward, Jason","518792","68","11.5",22.1,"108.9","85.1","98.1","89.6","82.3","410","149","394","23",33.8,"3",4.4,3.2
"Rojas, Johan","679032","68","10.5",26.5,"112.4","87.4","99","86.8","90.1","421","131","421","22",32.4,"2",2.9,1.9
"Paris, Kyren","677347","67","17.8",34.3,"108.7","88.9","100.9","94.3","80.1","434","201","396","32",47.8,"11",16.4,7.9
"Vázquez, Christian","543877","67","11.5",37.3,"104.2","86.8","96.4","90.9","83.4","406","169","406","19",28.4,"3",4.5,3.4
"Higashioka, Kyle","543309","67","17.3",32.8,"106.7","89.4","98.5","94.4","85.8","413","162","381","24",35.8,"6",9,7
"Chisholm Jr., Jazz","665862","67","18.2",29.9,"109.5","87.9","99.5","91.7","85.4","442","185","382","26",38.8,"10",14.9,8
"Laureano, Ramón","657656","66","15.8",31.8,"110.9","90.2","102.1","93.9","86.5","432","191","403","31",47,"11",16.7,10.7
"Collins, Isaac","686555","66","15.4",40.9,"111.2","85.4","96.7","91.8","82.6","386","148","372","17",25.8,"3",4.5,2.9
"Rojas, Miguel","500743","66","5.8",33.3,"103.3","86.2","94.8","88.5","84.4","378","132","365","14",21.2,"1",1.5,1.2
"Amador, Adael","691182","66","15.8",34.8,"103.5","83.3","95.5","86","84.2","423","164","378","15",22.7,"3",4.5,2.9
"Thaiss, Matt","642136","65","16.6",26.2,"109.9","88","99.4","92.4","84.7","401","160","382","25",38.5,"2",3.1,1.8
"Herrera, Iván","671056","65","9.3",38.5,"112.1","90.6","102.2","99.2","84.7","425","147","402","31",47.7,"8",12.3,8.8
"Shaw, Matt","807713","64","11.3",37.5,"106.5","83.4","94.9","88.3","83.4","379","142","379","16",25,"2",3.1,2
"Marsh, Brandon","669016","64","7.9",26.6,"108.2","91.8","100.1","93.9","90.2","395","141","395","29",45.3,"3",4.7,2.9
"McNeil, Jeff","643446","64","15.9",35.9,"105.1","85.6","96.7","88.1","84.4","420","158","395","20",31.3,"2",3.1,2.3
"Gorman, Nolan","669357","64","23.4",34.4,"107.2","87.4","98.9","91.9","78.9","409","205","409","25",39.1,"5",7.8,4.8
"Julien, Edouard","666397","63","5.6",39.7,"110.1","88.7","99.6","94.5","82.7","405","162","382","26",41.3,"7",11.1,6.7
"Myers, Dane","667472","62","9.1",50,"106.8","92.4","101.3","95.8","89","405","158","395","29",46.8,"7",11.3,8
"Moncada, Yoán","660162","62","15.7",35.5,"111.9","91.6","101.4","92.9","91","439","190","406","26",41.9,"10",16.1,9.4
"Turner, Justin","457759","62","15.8",41.9,"104.2","88.1","96.3","90.3","85.9","406","188","406","16",25.8,"2",3.2,2.2
"Pauley, Graham","688363","62","15.6",30.6,"111.1","88.6","99.1","92.6","85.2","402","169",,"26",41.9,"4",6.5,4.5
"Bride, Jonah","681146","62","11.8",30.6,"104.5","87.5","96.8","93.7","83.6","380","138",,"16",25.8,"2",3.2,2
"Fraley, Jake","641584","62","17.6",32.3,"108.5","85","98.6","88.7","83.7","429","174","390","21",33.9,"3",4.8,3.3
"Kurtz, Nick","701762","61","13.2",39.3,"113.6","92","103.7","96.2","87.9","435","179","420","29",47.5,"8",13.1,7.4
"Mangum, Jake","663968","61","-3.8",27.9,"106.4","88.2","98.5","94","85.7","369","110",,"25",41,"2",3.3,2.7
"Taylor, Michael A.","572191","61","16.7",41,"111.3","90.7","101.6","97","85.1","411","175","397","24",39.3,"6",9.8,5.5
"Malloy, Justyn-Henry","669234","61","19.5",34.4,"111.7","86.4","96.2","90.6","80.6","389","178","389","18",29.5,"3",4.9,2.8
"Noel, Jhonkensy","678877","61","12.9",16.4,"117.2","89.5","103.3","95.1","89.1","450","119","416","24",39.3,"3",4.9,3.2
"Garver, Mitch","641598","61","17.9",31.1,"107.4","92.6","100.6","96.5","91.5","386","167","370","30",49.2,"4",6.6,3.8
"Grichuk, Randal","545341","59","14.5",33.9,"115.5","91.2","103.6","97.9","86.9","442","164","422","30",50.8,"7",11.9,8.6
"Berti, Jon","542932","58","0.2",29.3,"111.3","87.4","99.1","93.4","84","338","124",,"21",36.2,"2",3.4,2.4
"Varsho, Daulton","662139","58","23.6",34.5,"113.9","91","102.5","96.8","83.1","424","210","386","25",43.1,"10",17.2,11.4
"Matos, Luis","682641","58","9.6",31,"111.6","87.4","98.5","94.7","84.3","395","158","389","21",36.2,"4",6.9,5.6
"Rodgers, Brendan","663898","57","11.6",40.4,"112.2","90.2","102.2","93.8","87.1","390","180","369","28",49.1,"8",14,7.5
"Roden, Alan","702176","57","3.7",21.1,"107.6","84.6","98","90.7","83.8","397","102","397","18",31.6,"1",1.8,1.2
"Peraza, Oswald","672724","56","13.9",32.1,"111.8","88.4","100.8","95.1","84.4","408","162","380","20",35.7,"6",10.7,6.9
"Mead, Curtis","678554","56","18",30.4,"111","90.2","100.6","90.6","94.1","397","183","371","22",39.3,"4",7.1,4.7
"Marte, Noelvi","682622","56","11.8",23.2,"116.7","89.2","99.9","94.1","86.3","433","152","410","18",32.1,"3",5.4,4.1
"Solano, Donovan","456781","55","13",38.2,"105.9","85.5","97.4","90.5","83.8","390","154",,"20",36.4,"3",5.5,3.8
"Canha, Mark","592192","55","17",29.1,"104.6","88.3","98.1","90.6","86.8","363","169",,"20",36.4,"0",0,0
"O'Neill, Tyler","641933","55","22.4",29.1,"108","87.4","100.4","93.7","81.7","402","188","387","21",38.2,"9",16.4,9.7
"Anderson, Tim","641313","55","0.7",20,"103.9","88.6","97.4","92.3","86.3","394","120",,"20",36.4,"0",0,0
"Sosa, Edmundo","624641","54","8.9",37,"108.4","88.9","100.3","92.5","86.8","391","140","367","23",42.6,"2",3.7,2.7
"Hamilton, David","666152","54","14.5",27.8,"105.9","84.6","94.1","88.9","81.2","408","152","372","11",20.4,"2",3.7,2.6
"Candelario, Jeimer","600869","53","11.4",20.8,"107.5","87.3","96.2","93","82.4","415","155","400","15",28.3,"4",7.5,4.4
"Dezenzo, Zach","701305","52","16.3",44.2,"110.9","87.8","99.4","91.8","81.9","393","172","393","18",34.6,"8",15.4,8.3
"Alvarez, Francisco","682626","51","10",33.3,"115","92.5","102.9","95.8","90.7","379","159","358","24",47.1,"4",7.8,4.7
"d'Arnaud, Travis","518595","51","14",33.3,"105","89.4","100","93.5","86.6","405","177","401","21",41.2,"7",13.7,8.6
"Lewis, Royce","668904","51","15.3",29.4,"109.5","89","99.2","93.3","83.9","417","170","417","19",37.3,"5",9.8,7.6
"Amaya, Jacob","676070","51","11.9",23.5,"108","88.1","97","93.9","86.9","382","142",,"15",29.4,"0",0,0
"Biggio, Cavan","624415","50","20.9",34,"104","89.8","97.7","91.7","84.2","400","208","389","18",36,"2",4,2.4
"Maldonado, Martín","455117","50","9.3",32,"107.1","86.4","97.2","94.9","80.3","394","144","365","13",26,"5",10,6.7
"Stallings, Jacob","607732","50","15.4",40,"103","85.9","94.6","90.4","80.2","386","175",,"15",30,"1",2,1.1
"Raley, Luke","670042","49","8.8",34.7,"114.3","91.6","104.2","93.1","90.6","398","153","378","24",49,"7",14.3,8.3
"Lockridge, Brandon","663604","49","1",20.4,"107.8","87.9","98.5","90","86.7","384","101",,"16",32.7,"0",0,0
"Winker, Jesse","608385","49","20.4",30.6,"109.3","89.3","100.9","98","89.3","405","155","405","22",44.9,"4",8.2,5.1
"Pozo, Yohel","650968","49","13.8",34.7,"104.9","87.6","96.5","89.7","87.9","380","154","380","16",32.7,"0",0,0
"Rortvedt, Ben","666163","49","16.1",22.4,"103","81.8","92.9","87.3","81.3","386","116",,"9",18.4,"1",2,1.4
"Muncy, Max","691777","47","12.2",36.2,"112.6","87.2","98.1","91.8","85.3","430","140","430","12",25.5,"2",4.3,2.8
"Fortes, Nick","663743","46","9.5",34.8,"106.4","88.5","99.5","90.9","89.3","399","158","399","20",43.5,"3",6.5,5.4
"Gonzalez, Oscar","660757","46","2.5",34.8,"110.9","89.1","101","92","87.5","386","135",,"21",45.7,"3",6.5,4.9
"Hill, Derek","656537","46","2.7",30.4,"112.3","90.1","101.8","94.1","87","399","130","399","21",45.7,"4",8.7,4.9
"Rivera, Emmanuel","656896","46","6.8",34.8,"101","86.6","96.1","87.3","86","368","138",,"14",30.4,"1",2.2,1.6
"Bauers, Jake","641343","45","23.2",37.8,"108.7","89.9","102.6","94.8","81.2","416","212","387","20",44.4,"8",17.8,9.1
"Conine, Griffin","665052","45","8.8",37.8,"117.4","91.6","102.6","96.8","86.9","404","157","404","23",51.1,"7",15.6,9.9
"Encarnacion-Strand, Christian","687952","45","21.1",26.7,"111.4","87.6","99.6","95.7","82.1","451","150","403","19",42.2,"2",4.4,3.3
"Mitchell, Garrett","669003","45","10.8",28.9,"110.8","90.4","101.7","98","85.6","407","149",,"19",42.2,"3",6.7,3.8
"Wagner, Will","695238","45","10.2",28.9,"104.9","88","97.6","90.5","86.6","380","133",,"17",37.8,"1",2.2,1.5
"Koss, Christian","683766","44","9.4",31.8,"107.4","88.9","100","91.4","88.4","400","147","369","16",36.4,"3",6.8,4.5
"Rivas, Leo","660844","44","9.8",34.1,"103.2","84.8","93.7","86.9","82","344","138",,"8",18.2,"0",0,0
"Capra, Vinny","681962","44","9.1",20.5,"103.9","84.9","96.4","94.2","81.9","370","129","370","14",31.8,"1",2.3,1.6
"Schuemann, Max","680474","43","14.6",30.2,"105.7","86.5","97.9","89.7","85.1","424","150","424","14",32.6,"2",4.7,3.5
"Simon, Ronny","682927","42","9.9",28.6,"108.8","87.6","98.6","93.6","87.1","391","123",,"14",33.3,"3",7.1,5.4
"Wade, Tyler","642180","42","8.4",33.3,"100.3","81.1","91.6","85.2","78.3","366","124",,"6",14.3,"0",0,0
"Clemens, Kody","665019","42","12.4",40.5,"109","96.6","105.3","102.3","85.1","415","195","387","27",64.3,"7",16.7,10.3
"Gonzalez, Romy","663853","41","4.3",31.7,"111.4","94.2","102.9","97.2","92","370","153",,"24",58.5,"4",9.8,6.9
"Davis, Henry","680779","41","24.1",29.3,"109.6","81.1","95.7","87.6","80.2","432","150","412","9",22,"3",7.3,5.3
"Haggerty, Sam","664059","40","12.9",45,"107.2","88.1","100","91.6","86.3","390","169","390","16",40,"2",5,4
"Keirsey Jr., DaShawn","680577","40","11.1",17.5,"109","86.8","97.9","88.9","89","374","129","374","13",32.5,"1",2.5,1.6
"Newman, Kevin","621028","40","8.3",27.5,"105.5","87","96.3","88.2","87.6","347","133",,"12",30,"0",0,0
"Toro, Abraham","647351","40","16.4",37.5,"109.4","88.3","99.8","91.2","85.8","386","170","376","16",40,"3",7.5,6.5
"Herrera, Jose","645444","40","25.1",37.5,"100.8","79.9","91.7","84.9","76.8","384","189","384","6",15,"0",0,0
"Heineman, Tyler","623168","39","16.7",35.9,"104.5","85","96.7","90.8","83.8","393","143","386","11",28.2,"2",5.1,3.9
"Thomas, Lane","657041","39","22.1",23.1,"110.6","85.9","96.6","88.3","83.2","377","152",,"11",28.2,"0",0,0
"Escarra, J.C.","641555","39","8.9",30.8,"106.6","88","98.3","90.1","88","415","131","415","13",33.3,"2",5.1,3.7
"Benson, Will","666181","38","12.8",42.1,"109.2","95.2","103.7","99.2","88.5","401","214","388","23",60.5,"9",23.7,15.5
"Wallner, Matt","670242","38","17.9",28.9,"112","89.6","101.3","95.3","79.2","404","203","404","18",47.4,"4",10.5,6
"Stephenson, Tyler","663886","38","16.8",47.4,"107.8","93.3","101.7","97.6","84.8","417","216","394","23",60.5,"7",18.4,8.6
"Robles, Victor","645302","38","5.3",26.3,"112.6","85.1","94.4","88.5","83.7","384","125",,"7",18.4,"2",5.3,4.3
"Bouchard, Sean","656248","38","19.2",28.9,"107.4","87","96.8","86.2","89.4","367","157","367","12",31.6,"0",0,0
"Sogard, Nick","686765","38","5",36.8,"107.7","87.8","97.8","92","83.5","369","147",,"13",34.2,"3",7.9,6.3
"Lowe, Josh","666139","37","13.9",35.1,"109.2","88","99","93.6","85.7","410","169","409","17",45.9,"3",8.1,6.5
"Kelenic, Jarred","672284","37","16",21.6,"108.4","89.1","100.9","91.9","87.8","418","159","380","14",37.8,"5",13.5,7.7
"Refsnyder, Rob","608701","36","17.2",36.1,"111.5","92.2","102.4","94.8","92","397","180","371","20",55.6,"5",13.9,8.5
"McCarthy, Jake","664983","36","7.9",25,"103.8","84.2","93.4","90.2","80.6","369","146",,"6",16.7,"0",0,0
"Maton, Nick","665155","35","28.4",22.9,"109.3","89","98.4","92.1","84.3","406","212","403","13",37.1,"2",5.7,3.2
"Trejo, Alan","676701","35","16.1",17.1,"103.4","87.9","96.4","88.1","87.6","391","177",,"10",28.6,"3",8.6,7
"Brown, Seth","664913","35","20.1",42.9,"111.9","88.9","98.6","91.4","83.4","387","208","385","14",40,"3",8.6,4.9
"Dunn, Blake","694362","35","-0.3",25.7,"110","88.6","99.1","93.7","85.9","387","102","384","13",37.1,"3",8.6,4
"Pillar, Kevin","607680","35","14.9",34.3,"104.7","86.1","94.9","89.8","84.5","348","161",,"7",20,"1",2.9,2.3
"Jankowski, Travis","608671","34","-0.4",23.5,"107.2","84.6","98.7","86.4","85","346","116",,"12",35.3,"0",0,0
"Wong, Connor","657136","34","8.2",29.4,"106.7","85.8","98.5","89.2","82.9","390","127",,"12",35.3,"2",5.9,3.7
"Rodríguez, Endy","682848","33","12.2",39.4,"104.9","91.4","99.1","95.5","87.4","378","177",,"15",45.5,"1",3,2
"Rojas, Josh","668942","33","12.9",39.4,"104.7","90.3","98.2","92.6","87.6","359","164",,"14",42.4,"0",0,0
"Mateo, Jorge","622761","33","15.2",21.2,"107.7","88","98.2","90.4","87.8","363","168",,"12",36.4,"1",3,1.9
"Kim, Hyeseong","808975","33","2.7",33.3,"105.2","85.1","96.1","91.3","81.5","385","127","385","9",27.3,"1",3,2.3
"McCormick, Chas","676801","32","25.4",34.4,"106.4","86","96.3","87.4","84.1","373","167",,"9",28.1,"0",0,0
"Saggese, Thomas","695336","31","13.4",38.7,"109.9","91.9","101.1","91.5","92.3","430","170","430","15",48.4,"2",6.5,4.5
"Jung, Jace","690291","30","11.9",30,"107.3","88.5","99.9","95.5","89.2","319","122",,"12",40,"1",3.3,1.9
"Freeman, Tyler","671289","30","9.3",23.3,"108.7","90.2","100.3","91.7","90.3","355","143",,"12",40,"0",0,0
"DeJong, Paul","657557","30","23.4",36.7,"108.7","89.2","99","90.5","87.2","363","171",,"11",36.7,"1",3.3,1.8
"Horwitz, Spencer","687462","30","13",46.7,"106.8","87.3","99.3","86.8","87.6","409","157","409","14",46.7,"2",6.7,4.7
"Hedges, Austin","595978","30","32.1",23.3,"106","87.1","97.3","94.7","81.7","394","178","370","9",30,"1",3.3,1.8
"Barnes, Austin","605131","29","4.2",34.5,"105.2","80.9","94.5","88.1","77.6","357","127",,"6",20.7,"1",3.4,2.3
"Nuñez, Nasim","683083","29","-3.6",24.1,"108.6","85","97","92.6","81.5","389","99",,"9",31,"1",3.4,2.4
"De La Cruz, Bryan","650559","29","15.6",44.8,"106.5","91.5","101.4","94.7","87.9","368","179",,"15",51.7,"2",6.9,4
"Vivas, Jorbit","678391","28","15.6",28.6,"101","86.2","96.8","89.3","85.4","360","142","360","11",39.3,"1",3.6,2.2
"Dunn, Oliver","686554","28","3.8",35.7,"109.1","87.3","99.9","90.4","84.1","332","119",,"9",32.1,"0",0,0
"Wynns, Austin","642851","28","16",39.3,"107.8","91.8","103.3","93.2","95.1","410","184","399","14",50,"4",14.3,9.3
"Gurriel, Yuli","493329","28","22.4",14.3,"107.9","85.1","94.7","90.9","84.9","370","158",,"5",17.9,"0",0,0
"Melendez, MJ","669004","27","23.6",29.6,"108.5","90.1","99.3","95.7","83.9","429","187","429","12",44.4,"3",11.1,5.8
"Carter, Evan","694497","27","14.4",33.3,"111.1","82.3","95.9","91","77.6","396","133","390","7",25.9,"3",11.1,8.1
"Bryant, Kris","592178","26","13",46.2,"102.9","90.8","97.9","95","84.1","387","199",,"9",34.6,"2",7.7,4.9
"Nido, Tomás","621512","26","10.4",38.5,"105.3","86.4","97.7","86.6","86.9","370","140",,"9",34.6,"0",0,0
"Huff, Sam","669087","26","3.9",34.6,"104.9","88.8","99.4","94.2","82.6","397","148","388","10",38.5,"4",15.4,7.7
"LeMahieu, DJ","518934","26","7.9",26.9,"106.6","92.3","100.5","94.9","91.3","393","136","333","13",50,"2",7.7,5.4
"Hampson, Garrett","641658","25","16.6",24,"97.6","84.1","92.5","86.7","80.7","359","150",,"5",20,"0",0,0
"Carlson, Dylan","666185","25","8.5",24,"108","88","96.4","92.6","83.8","397","149","385","4",16,"2",8,4.9
"Gorski, Matt","685301","25","8.4",32,"115.2","85.3","97.9","92.4","77.3","434","159","421","8",32,"3",12,7.1
"Gasper, Mickey","681508","25","12.9",20,"108.5","88.2","97.6","91.9","86.9","349","148",,"7",28,"0",0,0
"Joe, Connor","656582","25","15",36,"109.1","92.6","101.8","94.3","94","384","179",,"11",44,"0",0,0
"Harris, Dustin","687957","24","19.4",41.7,"106.4","86.5","96.2","91.9","81.8","408","172","408","6",25,"1",4.2,2.6
"Lugo, Matthew","683090","24","10.2",37.5,"108","89.1","103.2","96.8","85.5","421","166","395","14",58.3,"5",20.8,12.5
"Clase, Jonatan","682729","24","10.9",33.3,"105.1","89","98.5","90.7","86.7","384","153",,"9",37.5,"2",8.3,5.3
"Taylor, Chris","621035","24","23.2",25,"104.3","80.4","92.6","88.4","69.9","316","135",,"5",20.8,"0",0,0
"Bliss, Ryan","669208","24","10.2",37.5,"104","89","98.4","93.4","84.5","391","170","387","8",33.3,"3",12.5,7.7
"Baker, Luken","663609","24","22.1",25,"109.5","94.6","103.4","99.8","94.9","354","157",,"13",54.2,"2",8.3,4.9
