"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Marchán, Rafael","665561","24","7.6",20.8,"104.4","84.8","93.1","88","85.1","325","121",,"5",20.8,"0",0,0
"Miranda, Jose","669304","23","6.6",26.1,"109.7","88.5","99.9","84.8","91.4","389","135","389","10",43.5,"1",4.3,2.8
"Schmitt, Casey","669477","23","12.1",43.5,"111.4","91.2","103.2","97.9","83.4","391","182",,"11",47.8,"3",13,7.9
"Pereda, Jhonny","640902","23","-1.1",26.1,"106.9","88.7","99.5","94.7","85.5","340","120",,"11",47.8,"0",0,0
"Arcia, Orlando","606115","23","-0.9",8.7,"106.4","87.9","97.5","91.6","87.2","269","75",,"6",26.1,"0",0,0
"Fairchild, Stuart","656413","23","26",17.4,"103.3","84.7","95.1","90.3","88.8","382","140",,"5",21.7,"3",13,8.8
"Wilson, Will","669717","23","20.5",30.4,"102.1","88.1","98.2","90","85","381","172",,"10",43.5,"1",4.3,2.6
"Haase, Eric","606992","21","6.2",28.6,"108.8","84.5","97.9","90.7","77.8","425","145","422","5",23.8,"3",14.3,7.5
"Kreidler, Ryan","668952","21","16.5",38.1,"106.9","89.6","99","91.3","87.3","371","162",,"6",28.6,"1",4.8,2.3
"Schunk, Aaron","668845","21","23.7",42.9,"102","86.2","95","87.7","85","373","182",,"5",23.8,"1",4.8,3.4
"Tauchman, Mike","643565","21","15.4",38.1,"103.4","86.1","96.2","88.9","81.5","364","178","364","6",28.6,"1",4.8,3
"Elko, Tim","671284","21","11.8",19,"111.1","91.5","101.8","100.3","89.2","425","132","404","9",42.9,"3",14.3,9.4
"Veen, Zac","691728","20","18.3",25,"109.2","90.2","98.5","92.3","89.4","412","159","412","6",30,"1",5,2.7
"Lopez, Nicky","670032","20","-5.5",15,"104.7","84.8","97.4","94.2","84.9","313","86",,"8",40,"0",0,0
"Suwinski, Jack","669261","20","21.6",50,"110.4","89.5","102.4","91.2","84.3","374","216",,"9",45,"3",15,6.7
"Duran, Ezequiel","677649","20","12",25,"109.1","81.2","96.8","90","76.6","392","148",,"7",35,"1",5,3
"Slater, Austin","596103","19","8.7",47.4,"109.3","94.4","103.9","101.4","84.7","420","207","406","13",68.4,"5",26.3,16.7
"DeLuca, Jonny","676356","19","14.4",26.3,"103.6","82.5","92.7","85.7","81.1","340","134",,"2",10.5,"0",0,0
"Sánchez, Gary","596142","19","21.5",15.8,"108.8","91.8","102.9","90.9","96.8","351","149",,"11",57.9,"0",0,0
"Senger, Hayden","663584","19","3",42.1,"103.4","83.7","97.3","92.6","73.7","388","154",,"7",36.8,"1",5.3,3.4
"Rogers, Jake","668670","18","16.1",50,"107.8","83.5","95","90.6","78","374","164",,"5",27.8,"3",16.7,10.3
"Keaschall, Luke","807712","17","15.8",47.1,"104.2","90.8","98.5","88.6","94.8","378","174",,"7",41.2,"2",11.8,7.7
"Azocar, José","640492","17","5.2",41.2,"109.4","86.5","97","88.4","87.5","306","139",,"5",29.4,"0",0,0
"Reyes, Pablo","622569","17","18.5",23.5,"100.4","87.2","95.9","88.7","89.5","361","124",,"6",35.3,"1",5.9,3.6
"Adams, Riley","656180","16","-1.6",31.3,"109.6","92.6","104","98.7","89","405","128","401","10",62.5,"3",18.8,9.4
"Villar, David","681584","15","-0.1",26.7,"108.5","81.6","95.6","94","72.7","346","115",,"4",26.7,"1",6.7,4
"Ballesteros, Moisés","694208","15","-2",20,"107.5","89","100","97","84.9","327","103",,"5",33.3,"1",6.7,5.6
"Wilson, Weston","642215","15","11",53.3,"107.3","90.1","102.4","98.1","82.7","395","164","395","7",46.7,"2",13.3,7.7
"Handley, Maverick","668974","15","15.3",26.7,"105.1","88.3","97.2","93.2","84.3","365","144",,"5",33.3,"0",0,0
"Bruján, Vidal","660644","15","3.1",33.3,"103","84.7","96.2","95","75.1","362","152",,"7",46.7,"0",0,0
"Margot, Manuel","622534","14","10.1",42.9,"102.8","79.5","91.2","85.7","73.9","366","157",,"2",14.3,"0",0,0
"Ornelas, Tirso","672359","12","17.7",16.7,"107.4","90.5","99.5","91.9","93.4","405","142",,"5",41.7,"1",8.3,6.3
"Baddoo, Akil","668731","12","9.1",33.3,"108.5","90.3","99.6","93.5","88.8","338","141",,"5",41.7,"0",0,0
"Profar, Jurickson","595777","12","0.7",25,"99.3","83.9","92","85.9","84.8","334","115",,"2",16.7,"0",0,0
"Siri, Jose","642350","12","31.2",33.3,"104.4","81.1","92.5","88.5","63.9","407","220",,"2",16.7,"2",16.7,8.3
"Mayer, Marcelo","691785","12","2.1",33.3,"105.1","89.4","100.2","89.9","89","316","136",,"6",50,"0",0,0
"Hassell III, Robert","690987","12","7",25,"100.7","88.9","96.8","92.7","83.2","362","154",,"4",33.3,"1",8.3,5.9
"Stefanic, Michael","683021","12","12.7",25,"102.8","90.3","99.7","94.2","92","364","124",,"6",50,"1",8.3,5.9
"Cameron, Daz","663662","12","23.2",25,"108.5","89","96.8","87.9","97.3","366","189",,"3",25,"0",0,0
"Dalbec, Bobby","666915","12","22.7",25,"107.1","84.6","93.6","92.1","82.2","357","153",,"3",25,"0",0,0
"Lee, Korey","686676","12","15.7",25,"103.2","83.3","96","87.6","78.5","372","137",,"3",25,"0",0,0
"Outman, James","681546","11","23.1",27.3,"109.8","90.3","102.1","97.5","75.3","416","226","408","4",36.4,"3",27.3,11.1
"Barrosa, Jorge","678489","11","18",36.4,"101.3","88.6","95.3","88.5","88.8","336","191",,"3",27.3,"0",0,0
"Barrero, Jose","676480","11","12.9",27.3,"104.7","87","95.1","92.7","83.8","385","144","385","3",27.3,"1",9.1,5.6
"Sabol, Blake","666165","10","4",20,"105.5","87.8","99.7","94.8","84.7","365","109",,"4",40,"1",10,5.6
"Vierling, Matt","663837","10","25.1",20,"100","92.1","97","91.3","95.1","379","231",,"3",30,"2",20,18.2
"Monasterio, Andruw","655316","10","18.4",40,"98.3","87","95.4","95.9","85.4","323","155",,"3",30,"0",0,0
"Siani, Michael","672279","10","18",30,"105.8","79.8","90","73.7","92","259","113",,"2",20,"0",0,0
"Miller, Owen","680911","10","-1.5",10,"106.7","76.7","92.4","87.2","71.4","315","94",,"2",20,"0",0,0
"Cowser, Colton","681297","10","20.3",30,"110.6","93.7","104.4","102.2","93.2","417","148","417","6",60,"1",10,5.6
"Brennan, Will","686823","10","8.2",0,"102.8","82.2","93.1","87.3","84.4","364","87",,"3",30,"0",0,0
"Rushing, Dalton","687221","9","12.4",33.3,"112","89.4","101.7","86.9","92.5","284","132",,"4",44.4,"1",11.1,4.8
"Hinds, Rece","677956","9","13.8",44.4,"109.8","91.9","104.3","103.3","84","423","207","415","5",55.6,"3",33.3,15
"Wisely, Brett","689172","9","37.2",0,"97.3","81.3","88.8","91.3","84.7","363","131",,"2",22.2,"0",0,0
"Acuña Jr., Ronald","660670","9","11.1",33.3,"115.5","102.7","108.7","104.2","100.7","467","215","447","7",77.8,"3",33.3,16.7
"Thomas, Rhylan","689041","9","14.5",11.1,"101.4","83.7","93.9","82.4","84.6","285","129",,"3",33.3,"0",0,0
"Workman, Gage","669398","9","18.9",44.4,"105.6","89.8","96.7","97.1","84","347","174",,"3",33.3,"1",11.1,5.9
"Lile, Daylen","695734","8","9",25,"104","92.5","99.5","85.9","96.4","263","107",,"4",50,"0",0,0
"McGuire, Reese","624512","8","19.2",37.5,"105.5","87.6","99.9","99.9","68.9","372","151","362","3",37.5,"2",25,18.2
"Campero, Gustavo","672569","8","13.8",25,"100.9","80.5","93","85.5","72.2","296","150",,"2",25,"0",0,0
"Taylor, Samad","669392","8","9.9",37.5,"100.6","75.7","91.7","91.7","59.6","318","128",,"1",12.5,"0",0,0
"Lawlar, Jordan","691783","8","9.5",0,"103.3","83.5","93.9","103.3","83.9","326","91",,"3",37.5,"0",0,0
"Barnhart, Tucker","571466","8","3.7",25,"100.2","86.9","96","96.3","84","305","128",,"1",12.5,"0",0,0
"Solak, Nick","669256","8","1.2",12.5,"106","84.2","98.8","82.8","84.7","295","74",,"3",37.5,"0",0,0
"Montes, Coco","663796","7","-3.5",28.6,"105.2","90.3","100.9","86.5","91.8","320","79",,"3",42.9,"0",0,0
"Maile, Luke","571912","7","15.1",42.9,"106.1","96.3","100.1","96.2","97.1","419","200","419","3",42.9,"1",14.3,10
"Narváez, Omar","553882","7","12.4",28.6,"97.7","87.2","94.2","84.7","90.6","318","170",,"1",14.3,"0",0,0
"Loftin, Nick","679845","7","24.2",71.4,"100.3","90.3","94.9","89","99.7","366","230",,"2",28.6,"1",14.3,14.3
"Schneider, Davis","676914","7","20.6",14.3,"89.1","74.4","82.4","76.8","76.4","293","133",,"0",0,"0",0,0
"Young, Jared","676724","7","24.8",42.9,"107.1","81.3","93.9","101","66.1","399","181","367","3",42.9,"1",14.3,11.1
"Rosario, Eddie","592696","6","5.8",50,"103.3","87.3","100.8","99.7","62.4","359","212",,"4",66.7,"1",16.7,12.5
"Osuna, Alejandro","696030","6","19.6",50,"104.3","90.6","97.5","87.9","104.3","317","213",,"2",33.3,"0",0,0
"Brantly, Rob","542963","6","32",33.3,"95.1","89.4","92","89.4",,"311","194",,"1",16.7,"0",0,0
"Bae, Ji Hwan","678225","6","32.9",16.7,"104","89.4","94.7","94.7","84.2","392","190",,"1",16.7,"1",16.7,8.3
"Peguero, Liover","678894","6","9.9",0,"104.1","92","102.5","79.6","101.9","286","77",,"4",66.7,"0",0,0
"Davis, J.D.","605204","6","-0.4",16.7,"102.9","85.7","94.5","102.9","83.5","258","77",,"2",33.3,"0",0,0
"Stevenson, Cal","670276","6","11.1",50,"97.9","86.8","94.4","94.4","79.1","326","167",,"1",16.7,"0",0,0
"Mayo, Coby","691723","6","28.8",16.7,"109.3","90.7","102.9","97","95.5","269","141",,"2",33.3,"0",0,0
"Ahmed, Nick","605113","6","13.2",16.7,"97.6","83.4","93.4","91.3","79.4","291","105",,"1",16.7,"0",0,0
"Hurtubise, Jacob","674441","6","5",16.7,"97.8","89.3","94.9","85.2","91.3","203","79",,"1",16.7,"0",0,0
"Crim, Blaine","688760","5","14.2",20,"97.8","85.8","91","89.9","86","290","86",,"1",20,"0",0,0
"Alexander, CJ","680769","5","18.3",20,"98.6","81.8","92.2","83.9","92.6","213","128",,"1",20,"0",0,0
"Tromp, Chadwick","644433","5","-2",20,"98.9","89.1","95.1","88.6","88.2","291","96",,"1",20,"0",0,0
"Campusano, Luis","669134","5","-12",0,"101.4","87.8","97.2","99.6","84.8","263","62",,"2",40,"0",0,0
"Callihan, Tyler","682997","5","5",20,"100.2","89.8","98.6","96.7","85.2","267","105",,"3",60,"0",0,0
"Rave, John","670231","5","17.1",0,"100.5","84.3","98.2","100.5","80.4","322","96",,"2",40,"0",0,0
"Palacios, Richie","680700","4","7.5",75,"102.2","88.6","97.3","87.3","92.3","320","199",,"1",25,"0",0,0
"Mesa Jr., Victor","683748","4","27.8",25,"104.8","96","101.3","93","104.8","334","247",,"2",50,"0",0,0
"Clarke, Denzel","672016","4","-19.7",25,"98.1","87.4","92.2","80.6","89.6","256","68",,"1",25,"0",0,0
"Cheng, Tsung-Che","691907","4","17.9",25,"100.6","93.2","98.6","91.5","94.8","296","178",,"2",50,"0",0,0
"Lipscomb, Trey","702358","3","-48.3",0,"109.9","90.8","99.4",,"90.8","7","3",,"1",33.3,"0",0,0
"Tolbert, Tyler","686475","3","-22.4",33.3,"102.8","81.8","94.6","102.8","71.3","343","116",,"1",33.3,"0",0,0
"Fitzgerald, Ryan","680837","3","18.3",0,"99.8","93.5","95.4","90.4","99.8","335","220",,"1",33.3,"0",0,0
"MacIver, Willie","680862","3","6.4",33.3,"95.4","84.2","87.5","77.5","87.5","247","118",,"1",33.3,"0",0,0
"Fulford, Braxton","690924","3","44.2",33.3,"108.6","90","102.4","102.4",,"433","299","433","2",66.7,"1",33.3,12.5
"Blanco, Dairon","680118","3","4.1",33.3,"84","78.4","84","84","72.9","178","65",,"0",0,"0",0,0
"Sánchez, Ali","645305","2","34.7",50,"87.3","81.3","87.3",,"87.3","177","157",,"0",0,"0",0,0
"Hicklen, Brewer","676551","2","-6.7",50,"109.9","88.9","109.9","109.9","67.9","326","165",,"1",50,"1",50,25
"Ornelas, Jonathan","680716","2","-21.5",0,"79.7","79.7","79.7",,"79.7","8","5",,"0",0,"0",0,0
"McCoy, Mason","669200","2","-8.4",50,"71.6","64.7","71.6",,"64.7","108","57",,"0",0,"0",0,0
"Davidson, Logan","669722","2","-12.2",50,"95.3","79.9","95.3","95.3","64.4","381","192",,"1",50,"0",0,0
"Rodríguez, Johnathan","671286","2","49.9",0,"95.5","83.9","95.5","95.5",,"303","238",,"1",50,"0",0,0
"Avans, Drew","682183","1","28.5",100,"74.9","74.9","74.9","74.9",,"247","247",,"0",0,"0",0,0
"Salazar, César","663967","1","37.4",0,"95.1","95.1","95.1","95.1",,"343","343",,"1",100,"0",0,0
"Nelson, Ryne","669194","1","-16.7",0,"89.8","89.8","89.8",,"89.8","10","10",,"0",0,"0",0,0
"McCusker, Carson","676812","1","-42.7",0,"52.9","52.9","52.9",,"52.9","2","2",,"0",0,"0",0,0
"Pérez, Wenceel","672761","1","25.4",100,"100.5","100.5","100.5","100.5",,"351","351","351","1",100,"1",100,33.3
"Feduccia, Hunter","676439","1","-7.5",0,"98.9","98.9","98.9",,"98.9","16","16",,"1",100,"0",0,0
"Gonzales, Nick","693304","1","22.8",100,"101","101","101","101",,"374","374","374","1",100,"1",100,33.3
"Kavadas, Niko","694359","1","47.4",0,"84.9","84.9","84.9","84.9",,"252","252",,"0",0,"0",0,0
"Canzone, Dominic","686527","1","50.4",0,"88","88","88","88",,"246","246",,"0",0,"0",0,0
"Williams, Luke","663897","1","46.1",0,"91.4","91.4","91.4","91.4",,"278","278",,"0",0,"0",0,0
