"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"King, John","667463","69","-0.4",29,"117.9","89.5","78.2","91.6","88.4","443","110","425","28",40.6,"3",4.3,3.6
"Pressly, Ryan","519151","69","9.6",31.9,"109.4","91.4","81.9","95.8","91.1","407","134","407","34",49.3,"5",7.2,5.5
"Keller, Brad","641745","69","5.7",27.5,"106.8","86.2","74.5","93","84.9","373","114",,"23",33.3,"3",4.3,2.8
"Koenig, Jared","657649","69","9.7",29,"112.8","88.9","79.3","92.2","86.4","420","147","420","23",33.3,"2",2.9,2
"Weissert, Greg","669711","69","12",37.7,"112.4","88.1","78","93.5","85.1","396","148","381","26",37.7,"4",5.8,3.9
"Pérez, Cionel","672335","69","3.4",18.8,"108.6","90.6","81.1","92.1","90.4","387","119","377","31",44.9,"2",2.9,1.8
"Hart, Kyle","606996","68","19.6",36.8,"111.7","89.4","78.3","93.8","84.3","403","192","381","29",42.6,"6",8.8,6.7
"Varland, Louis","686973","67","5.4",23.9,"112.2","91.3","79.8","97.7","88.8","412","129","394","37",55.2,"7",10.4,6.9
"Rodríguez, Yariel","684320","67","18.6",40.3,"109.3","87.1","75.1","91.6","81.5","415","182","397","25",37.3,"9",13.4,8.7
"Kinley, Tyler","641755","67","16.2",46.3,"109.2","84.4","71.8","88.7","79.2","450","172","450","20",29.9,"2",3,1.8
"Gonsolin, Tony","664062","67","19.7",38.8,"109.2","89.7","79.2","94.6","84.9","425","189","410","27",40.3,"7",10.4,6.5
"Thompson, Ryan","657044","67","8.9",37.3,"113.4","91.3","80.5","96","88.1","426","150","411","27",40.3,"7",10.4,7.5
"Vest, Will","676684","67","7.1",23.9,"108.3","88.7","77.4","91.9","89","399","129","378","30",44.8,"3",4.5,2.9
"Hernández, Carlos","672578","66","20.4",33.3,"112.1","91.7","81","93.6","91","401","206","396","32",48.5,"11",16.7,11.3
"Akin, Keegan","669211","66","20.9",39.4,"109.6","90.3","79.9","92.7","88.4","421","194","402","28",42.4,"7",10.6,6.5
"Gilbert, Logan","669302","66","8.8",28.8,"112.7","89.4","79.1","94.6","88.1","432","141","414","27",40.9,"3",4.5,2.6
"Eisert, Brandon","685126","66","11.4",34.8,"109.7","87.5","76.6","91.3","84.5","409","164","362","23",34.8,"6",9.1,5.8
"Ferguson, Caleb","657571","65","10.2",30.8,"109.1","82.2","70.5","84.7","82.3","383","137",,"14",21.5,"2",3.1,2.1
"Scott, Tanner","656945","65","14.6",38.5,"109.1","91.6","81.4","98","87.1","424","166","396","30",46.2,"6",9.2,6.5
"Steele, Justin","657006","65","10",33.8,"111.7","92","82.1","96.5","87.6","430","165","387","31",47.7,"6",9.2,6.5
"Detmers, Reid","672282","65","11",33.8,"118.3","91","81.3","94.7","86.4","409","161","368","29",44.6,"6",9.2,6.1
"Bachar, Lake","669199","65","18.8",33.8,"108.7","90.3","81.5","95.5","82.8","417","183","399","30",46.2,"5",7.7,4.5
"Uceta, Edwin","670955","65","19.2",44.6,"113.6","92.4","82.5","94.4","90.7","425","216","399","30",46.2,"10",15.4,10.5
"Santana, Dennis","642701","64","11.4",39.1,"108.1","89.6","79.2","93.3","85.1","400","181",,"26",40.6,"6",9.4,6.9
"Green, Chad","643338","64","13.6",26.6,"111.2","92.7","82.7","97.6","88.1","415","191","396","35",54.7,"11",17.2,12
"Rogers, Tyler","643511","64","-3.9",26.6,"109","86.7","75.1","92.4","84.2","399","115","380","24",37.5,"3",4.7,3.4
"Blalock, Bradley","687134","64","13.2",35.9,"111.7","89.2","78.2","93.6","84.6","439","185","407","27",42.2,"8",12.5,10.3
"Burke, Brock","656271","64","13.8",25,"110.7","91.4","80.6","96","88.5","425","168","401","31",48.4,"8",12.5,8.9
"Bernardino, Brennan","657514","64","6.8",28.1,"110.4","87","75.8","91.3","84.3","384","141","355","22",34.4,"6",9.4,6.3
"Slaten, Justin","686580","64","12.6",32.8,"111.8","89.6","80.5","93","87.9","404","164","404","23",35.9,"4",6.3,4.6
"Rutledge, Jackson","671131","64","15.4",29.7,"110.4","88","77.5","90.6","87.6","378","156","378","24",37.5,"2",3.1,1.9
"Stratton, Chris","608717","63","9.4",36.5,"109.4","86.3","74.3","91.8","82.4","400","152","400","21",33.3,"4",6.3,4.6
"De Los Santos, Enyel","660853","63","16.1",34.9,"111.4","87.9","75.9","91.7","83.5","434","181","424","25",39.7,"7",11.1,7.3
"Salazar, Eduardo","674285","63","5",30.2,"110.5","90.1","79","93.5","89.3","397","129","383","27",42.9,"7",11.1,8.4
"Duran, Jhoan","661395","63","-7.5",19,"110.5","88.4","76.8","91.2","87.4","366","89",,"25",39.7,"2",3.2,1.9
"Halvorsen, Seth","678020","63","-1.6",27,"112.8","87.3","76.1","92.9","84.5","465","115","444","22",34.9,"4",6.3,4.2
"Estévez, Carlos","608032","63","25.8",31.7,"110.3","90.2","80.3","92.5","92.1","366","171",,"24",38.1,"4",6.3,4.2
"Horton, Cade","690990","63","8.8",31.7,"110.6","90.9","80.6","93.7","88.5","406","159","391","28",44.4,"7",11.1,8.1
"Bowman, Matt","621199","63","12.7",39.7,"110.2","87.5","75.5","92.4","82.5","410","177","395","22",34.9,"5",7.9,6.3
"Merryweather, Julian","657240","62","10.7",35.5,"114","93.4","85.2","95.7","90.8","400","159","391","32",51.6,"6",9.7,6.8
"Payamps, Joel","606303","62","19.7",41.9,"112.3","90","78.7","93","84","423","216","388","25",40.3,"11",17.7,13.1
"Barlow, Scott","605130","62","16.2",24.2,"109.8","88.9","79.4","92.4","87.4","407","137","395","19",30.6,"3",4.8,3
"Pagán, Emilio","641941","62","24.1",22.6,"110.5","90.1","79.7","94.9","87.8","422","208","385","28",45.2,"7",11.3,7.1
"Sauer, Matt","669422","62","11.6",30.6,"110.3","88.7","79.8","90.7","87.4","424","146","402","20",32.3,"4",6.5,5.1
"Sands, Cole","663485","62","14.8",24.2,"112.3","89.2","76.7","95.2","87.3","394","157","382","28",45.2,"6",9.7,7
"Lee, Dylan","669276","61","16",26.2,"109.5","86.8","75.2","93.5","80.8","400","162","373","21",34.4,"5",8.2,5.6
"Adam, Jason","592094","61","14.8",19.7,"110.2","88","77.5","90.1","86.6","387","148","386","22",36.1,"5",8.2,4.8
"Ferguson, Tyler","621053","61","17.7",26.2,"112.6","87.6","76.3","93.2","82.9","400","158","398","21",34.4,"2",3.3,2
"Henriquez, Ronny","678692","61","17.4",37.7,"112.6","85.9","73.1","91.9","78.9","417","179","417","22",36.1,"6",9.8,5.4
"Iglesias, Raisel","628452","61","14.7",44.3,"111.5","89.2","77.5","94","82.2","423","195","401","22",36.1,"10",16.4,11.4
"Brieske, Beau","689225","61","16.9",24.6,"110","89","77.5","94.7","85.4","394","170","381","32",52.5,"4",6.6,4.9
"Weaver, Luke","596133","60","21.6",33.3,"114.8","90.8","81.7","94.2","82.5","417","214","417","24",40,"5",8.3,5.6
"Fairbanks, Pete","664126","60","12.7",21.7,"109.2","91.2","82.2","93.5","91.2","386","140",,"26",43.3,"1",1.7,1.1
"Erceg, Lucas","668674","60","9.1",20,"116.5","90.1","77.7","97","90","403","130","395","25",41.7,"5",8.3,6
"Strahm, Matt","621381","60","25",28.3,"110.6","89.6","78.8","92.7","91","393","165","377","26",43.3,"1",1.7,1.1
"Bummer, Aaron","607481","59","1.9",28.8,"105.1","88.7","79.9","91.7","87.2","376","123",,"23",39,"1",1.7,1.1
"Uribe, Abner","682842","59","6.2",35.6,"113.4","86.2","72.4","89.4","85.2","427","122","419","22",37.3,"2",3.4,1.9
"King, Bryan","687911","59","19.2",39,"109","85.6","75.8","89.1","81.2","363","168","352","14",23.7,"0",0,0
"Gómez, Yoendrys","672782","59","13.7",39,"112","89.2","77.2","95.2","80.8","424","197","399","23",39,"10",16.9,11.6
"Blewett, Scott","656240","59","6.4",18.6,"113.7","90.5","80","94.1","88.1","416","124","391","25",42.4,"2",3.4,2.3
"Bender, Anthony","669622","59","11.1",22,"108.8","91.3","81.7","91.6","92.2","374","152",,"28",47.5,"3",5.1,3.4
"Orze, Eric","679358","59","14.6",35.6,"110.2","87.2","77.9","89","88.4","393","154",,"16",27.1,"3",5.1,3.7
"Fitts, Richard","690916","59","12.6",35.6,"110.3","89.3","78.8","91.6","87.9","431","167","386","24",40.7,"6",10.2,7.3
"Sterner, Justin","686993","59","27.5",27.1,"108.7","90.1","82.5","91.4","89.2","433","206","394","20",33.9,"2",3.4,1.9
"Garcia, Robert","676395","59","13.4",42.4,"107.4","87.9","77.9","92.9","79","406","184","352","17",28.8,"5",8.5,5.7
"Abreu, Bryan","650556","59","9.7",35.6,"112","91.9","81.6","97.6","85","389","164","369","30",50.8,"7",11.9,6.9
"Rodriguez, Elvin","660730","59","21.9",54.2,"111.4","88.3","76.2","94.4","68.6","451","240","401","28",47.5,"11",18.6,13.1
"Kerkering, Orion","689147","59","17.7",28.8,"113.9","85.5","72.6","91.5","84.4","371","151","361","21",35.6,"5",8.5,5.6
"Topa, Justin","623437","59","8.9",35.6,"112.9","88.6","76.5","95.6","86.4","384","151",,"28",47.5,"2",3.4,2.5
"Allard, Kolby","663465","59","18.4",32.2,"107.7","88","78.6","93","88.8","384","161",,"19",32.2,"4",6.8,5.8
"Garrett, Reed","657585","58","12.3",34.5,"111.7","89.7","77.8","95.1","84.5","410","167","366","25",43.1,"4",6.9,4.1
"Mears, Nick","683232","58","12.9",37.9,"109.7","90.4","80.6","94.1","85.3","395","184","386","23",39.7,"4",6.9,5.3
"Jax, Griffin","643377","58","8.5",39.7,"110.9","89.2","75.5","95.4","82.9","420","146","405","31",53.4,"7",12.1,6.7
"Hernández, Daysbel","678226","58","10.7",27.6,"110.3","88.3","78.4","90.6","88.6","358","137",,"20",34.5,"2",3.4,2.2
"Kahnle, Tommy","592454","58","8.6",24.1,"110.4","87.3","76.2","96.5","81.8","408","126","397","18",31,"4",6.9,4.7
"Alexander, Scott","518397","58","7.2",31,"109.4","90.1","77.6","94.9","88.5","466","146","422","30",51.7,"6",10.3,8.3
"Schreiber, John","670167","58","10.2",31,"110.2","87.2","75.9","91.3","85.6","429","138","397","19",32.8,"5",8.6,5.6
"Banks, Tanner","621383","57","14.1",38.6,"111.7","86.6","74.2","91.8","81.3","408","171","386","20",35.1,"7",12.3,7.8
"Soto, Gregory","642397","57","9.1",33.3,"109.5","91.2","80.4","95.6","88.2","408","156","408","26",45.6,"2",3.5,2.3
"Okert, Steven","595345","57","29.3",33.3,"110.5","89.9","80.2","92","90.9","398","215","384","20",35.1,"5",8.8,5.6
"Doval, Camilo","666808","57","5.9",29.8,"111.1","87.4","75.2","91.7","85.6","368","130",,"19",33.3,"2",3.5,2.3
"Armstrong, Shawn","542888","57","21",42.1,"108.5","88","77.3","91","83.1","411","198","411","23",40.4,"4",7,4.2
"Borucki, Ryan","621366","56","5.1",25,"110.5","86.8","74.6","95.2","83.8","364","123",,"20",35.7,"2",3.6,2.5
"Walker, Ryan","676254","56","7.1",28.6,"112.5","85","73","90.1","79.2","383","145",,"16",28.6,"2",3.6,2.4
"Gibson, Kyle","502043","56","10.5",35.7,"107.9","93.8","85.6","95.9","91.6","435","189","397","34",60.7,"8",14.3,11
"Englert, Mason","669438","56","11.2",44.6,"113.8","93","82.7","94.3","93.3","384","160","378","30",53.6,"6",10.7,7.5
"Suarez, Robert","663158","55","22.3",30.9,"109.6","92.1","83.1","95.3","95","391","172",,"23",41.8,"6",10.9,7
"Finnegan, Kyle","640448","55","11.4",34.5,"111","89.7","79","90.4","90","383","150",,"20",36.4,"4",7.3,5.1
"Miller, Shelby","571946","55","15",34.5,"113.4","86.5","74.5","90.1","82","408","179","408","20",36.4,"3",5.5,3.4
"Murdock, Noah","668716","55","11.5",36.4,"105.8","88.3","77.5","91.7","86.6","403","164",,"22",40,"4",7.3,4.1
"Alvarado, José","621237","55","8.9",34.5,"110.1","93.3","83.6","95.4","92.4","399","154","381","28",50.9,"6",10.9,7.1
"Hoffman, Jeff","656546","55","14.6",32.7,"115.3","90.2","79.2","96.7","86.3","419","162","399","24",43.6,"5",9.1,5.3
"Rogers, Taylor","573124","55","10.8",32.7,"109.7","89.8","79.3","94.2","85.3","388","158","351","23",41.8,"7",12.7,8.8
"Smith, Cade","671922","54","15.4",46.3,"109.4","92","83.9","93","91.8","370","192",,"25",46.3,"2",3.7,2
"Baker, Bryan","641329","54","19.5",38.9,"109.7","91.3","81","94.7","89.3","433","195","406","26",48.1,"9",16.7,10
"Stanek, Ryne","592773","54","20.7",29.6,"110.2","90.3","81","90.4","92.6","381","172",,"22",40.7,"5",9.3,6.3
"Hodge, Porter","687863","54","12.8",35.2,"107","85.7","76.1","87.5","84.5","458","154","425","12",22.2,"3",5.6,3.6
"Veneziano, Anthony","685107","54","13.9",29.6,"113.9","91.7","80","91.6","91.8","426","177","412","27",50,"9",16.7,11.5
"Estrada, Jeremiah","669093","54","23",42.6,"111.4","92.1","82.9","94","92.6","409","194","393","23",42.6,"5",9.3,5.1
"Soriano, George","666277","53","11.1",49.1,"113.4","90.6","78.9","94.8","85.1","434","189","410","26",49.1,"10",18.9,11.6
"Pérez, Martín","527048","53","18.1",39.6,"110.8","89.9","78.2","96.4","81.2","427","204","427","25",47.2,"8",15.1,9.6
"Little, Brendon","663893","53","2.3",30.2,"108.5","88.9","78.4","93.2","87.6","386","128","386","23",43.4,"5",9.4,5.1
"Romano, Jordan","605447","53","16.7",37.7,"106.9","87.9","76.5","91.5","86","425","175","396","19",35.8,"5",9.4,5.7
"Tinoco, Jesus","622786","53","14.4",34,"110.9","87.6","77.8","92.7","85.2","406","147","406","15",28.3,"1",1.9,1.4
"Fluharty, Mason","689254","52","22.4",30.8,"115","84.7","73.9","88.5","80.7","376","189","376","13",25,"3",5.8,3.7
"Boushley, Caleb","676961","52","4.8",40.4,"108.7","91","81.2","95.7","86.9","420","148","374","28",53.8,"6",11.5,8.1
"Shuster, Jared","694363","52","12.3",38.5,"110.8","84.2","71.4","91.3","74.9","390","169",,"13",25,"3",5.8,4.4
"Faucher, Calvin","676534","52","7.7",40.4,"113.4","85.7","73.8","89.7","81.6","415","150","411","16",30.8,"3",5.8,3.7
"Booser, Cam","592155","52","19.9",26.9,"110","90.6","80.1","92.1","93.4","417","170","398","22",42.3,"5",9.6,5.7
"Palmquist, Carson","687223","52","16.6",30.8,"109","87.6","75.6","93.7","81.7","437","184","431","21",40.4,"5",9.6,7.6
"Leiter Jr., Mark","643410","52","11.2",32.7,"109.2","85.5","73.2","88.8","83.3","397","143","376","15",28.8,"3",5.8,3.3
"Ureña, José","570632","52","23.9",38.5,"110.6","89.4","78.4","94.6","83.5","438","193","416","20",38.5,"8",15.4,12.9
"Legumina, Casey","668984","52","21.6",23.1,"106.4","89.1","79.7","91.9","87.8","372","149","367","20",38.5,"3",5.8,3.8
"Vesia, Alex","681911","52","26.8",34.6,"113","90.2","78.8","97.1","83","443","192","411","21",40.4,"9",17.3,9.5
"Cruz, Steven","674444","52","10",32.7,"111.7","87.3","77.6","92.4","83.7","403","137","403","14",26.9,"1",1.9,1.4
"Williams, Devin","642207","52","15.9",36.5,"110","88","75.9","89.9","87.9","413","165","413","18",34.6,"5",9.6,5.4
"Matsui, Yuki","673513","52","20.8",26.9,"105.6","90.1","81.7","93.4","88.7","399","196","378","20",38.5,"3",5.8,3.4
"Jackson, Luke","592426","51","9.7",31.4,"114.4","92.5","81.9","96.1","90.8","398","152","394","23",45.1,"5",9.8,6.7
"Martin, Chris","455119","51","14.9",39.2,"111.4","89.8","78.6","92.5","87.3","399","181","399","19",37.3,"4",7.8,5.2
"Ginn, J.T.","669372","51","4.7",31.4,"110","91.4","80","99.4","88.8","423","143","405","28",54.9,"8",15.7,9.9
"Romero, JoJo","668941","51","4.7",29.4,"112.5","88.4","76.7","95.1","85.5","388","146","388","19",37.3,"4",7.8,5.3
"Miller, Erik","669062","51","11.7",33.3,"108.4","89.1","79.7","92.8","87.6","389","135",,"18",35.3,"2",3.9,2.6
"Helsley, Ryan","664854","51","14",41.2,"108.4","91.2","81.5","93","91","399","161","397","23",45.1,"3",5.9,3.6
"Cameron, Noah","702070","51","16.9",23.5,"109.1","88.4","77.2","91.8","88.4","429","164","426","20",39.2,"3",5.9,4.2
"Johnson, Ryan","696270","51","13.2",33.3,"106","86.7","75","87.8","86.6","397","145","383","18",35.3,"4",7.8,5.6
"Maton, Phil","664208","51","7.3",35.3,"110.4","85.7","72.9","91.1","83.4","391","139",,"19",37.3,"3",5.9,3.5
"Alcala, Jorge","660896","50","18.6",26,"111.5","87","75.3","93.3","84.3","422","159","414","16",32,"4",8,4.8
"Gaddis, Hunter","683769","50","17.6",32,"109.5","88.9","79.6","89.8","88.5","406","171","387","13",26,"3",6,3.3
"Hader, Josh","623352","50","26.5",42,"108.7","86.9","78","89.7","82.7","394","196","376","13",26,"3",6,3.4
"Holman, Grant","680880","50","7.1",26,"113.5","86.4","74.7","91.1","83.3","426","147","418","17",34,"4",8,6.1
"Holderman, Colin","670059","50","5.9",30,"110.5","90.4","79.5","95.5","87.3","404","128","382","26",52,"4",8,5.4
"Jansen, Kenley","445276","50","25.2",42,"119.6","94.2","86.7","96.8","89.6","430","208","398","23",46,"6",12,8.5
"Agnos, Zach","688642","50","12.9",24,"107.6","88.9","78.1","91.5","87.8","398","171","392","19",38,"3",6,5
"Cleavinger, Garrett","664076","50","13.8",34,"110","89.6","79.3","91.3","89.9","417","162","376","19",38,"3",6,3.8
"Thielbar, Caleb","573204","49","21.9",28.6,"113.6","89.3","80.7","94.7","85.8","363","169",,"15",30.6,"2",4.1,2.6
"Cano, Yennier","666974","49","6.4",30.6,"106.7","87.5","76.6","92.9","84.5","407","137","385","16",32.7,"3",6.1,3.9
"Johnson, Pierce","572955","49","14.9",36.7,"111.7","91.6","82.4","95.9","88.7","402","184","402","21",42.9,"5",10.2,6.6
"Chapman, Aroldis","547973","49","20.1",38.8,"108.5","91.1","81.2","94.8","87.3","393","183","376","23",46.9,"5",10.2,5.9
"Thornton, Trent","663423","49","6.2",34.7,"111.4","91.4","81.2","93.4","90.4","408","154","376","21",42.9,"6",12.2,9.2
"Leasure, Jordan","673929","49","17.1",40.8,"114.7","91.2","81.8","94.2","88","409","188","383","21",42.9,"7",14.3,8.2
"Scott, Tayler","605463","49","7",34.7,"108.7","87.2","73.2","93.4","82.2","427","162","427","21",42.9,"4",8.2,5.1
"Harris, Hogan","663687","49","16.3",38.8,"111.9","89.6","80.9","92.8","85.6","431","189","387","12",24.5,"3",6.1,4
"Gordon, Colton","676467","49","21.2",30.6,"111.5","91.5","83.5","94.2","89.7","412","177","368","18",36.7,"4",8.2,6.1
"García, Yimi","554340","48","13.5",39.6,"111.2","90.5","81.9","92","89.6","395","163","395","18",37.5,"4",8.3,4.8
"Cruz, Fernando","518585","48","20.7",41.7,"113.3","85.5","73.4","90.1","83.6","418","186","383","17",35.4,"3",6.3,3.2
"Graceffo, Gordon","700669","48","8.7",37.5,"114.8","92.8","82.1","97.1","88.9","411","174","411","23",47.9,"6",12.5,9.7
"Trivino, Lou","642152","48","13.8",29.2,"113.2","87.6","75.6","94.4","83.2","413","151","395","17",35.4,"5",10.4,6.9
"Megill, Trevor","656730","48","11",39.6,"111.7","89.3","77.8","93.6","81.8","415","180","385","19",39.6,"7",14.6,8.9
"Wilson, Justin","458677","48","9.8",33.3,"105.4","85.5","74.2","86.7","85.1","354","130",,"15",31.3,"1",2.1,1.3
"Gibaut, Ian","664139","47","21.3",38.3,"107.9","88.2","77.6","92.3","85.6","415","182","402","17",36.2,"6",12.8,9.5
"Latz, Jacob","656641","47","18.6",31.9,"109.6","89.4","79.5","93.2","87.8","431","160","405","19",40.4,"4",8.5,5.6
"Lucas, Easton","687922","47","18",38.3,"111.7","92.6","82.4","96.9","89.4","444","180","409","23",48.9,"6",12.8,8
"Rodríguez, Randy","678495","47","13.9",25.5,"109.5","90.5","81.3","93.2","87.5","368","163","350","18",38.3,"3",6.4,3.6
"Muñoz, Andrés","662253","47","2.7",17,"108.8","87","74.1","89.8","86.5","382","99",,"19",40.4,"1",2.1,1.2
"Herrin, Tim","682120","47","16.9",23.4,"108.5","91.4","82.3","92.5","93.7","397","173","375","25",53.2,"3",6.4,3.6
"Gibson, Cade","806188","46","7",41.3,"107","89.6","80","92.1","87.6","377","132",,"20",43.5,"1",2.2,1.7
"Henry, Cole","669371","46","21.5",28.3,"109.8","88.6","77.7","90.3","94.1","406","164","406","17",37,"1",2.2,1.3
"Mantiply, Joe","573009","46","6.3",39.1,"111","89.4","79.1","92.9","84.8","440","169","390","16",34.8,"5",10.9,8.6
"Henderson, Logan","701656","46","30.3",41.3,"122.9","88.6","78.3","91.7","90.7","432","190","404","15",32.6,"4",8.7,4.9
"Palencia, Daniel","694037","46","12.1",43.5,"113","90","80.8","92.4","92.2","438","176","438","20",43.5,"1",2.2,1.4
"Domínguez, Seranthony","622554","46","15.6",39.1,"111.9","86.5","75.4","88.9","84.9","422","159","397","15",32.6,"4",8.7,4.9
"Montero, Rafael","606160","45","10.4",28.9,"108.8","91","80.5","95.6","87.6","380","147",,"21",46.7,"3",6.7,3.8
"Speier, Gabe","642100","45","9.6",28.9,"112.4","89.9","77.8","95.8","85.4","389","155","356","19",42.2,"6",13.3,7.7
"Richardson, Lyon","680689","44","8.4",25,"107.8","89.2","76.7","94.7","86.8","387","150","356","21",47.7,"3",6.8,5.2
"Montgomery, Mason","682254","44","13.3",31.8,"110.7","88.6","76.5","87.9","91.6","430","151","380","15",34.1,"5",11.4,6.5
"Bednar, David","670280","44","9",38.6,"107.5","90.4","80.1","93.3","87.4","418","173","413","20",45.5,"6",13.6,8.1
"Díaz, Edwin","621242","44","11.4",27.3,"111.3","87.3","75.5","92.2","82.2","399","144","377","15",34.1,"2",4.5,2.2
"Murfee, Penn","682171","44","13.9",47.7,"109.6","89.5","78.5","93.1","87.5","423","200","413","16",36.4,"5",11.4,7.9
"Lauer, Eric","641778","43","23.5",32.6,"110.1","93.3","85.2","95.1","93","399","206","392","22",51.2,"6",14,9.2
"Wilson, Steven","621051","43","25.9",30.2,"114.9","90.2","79.4","95.6","85.7","435","200","417","17",39.5,"6",14,8.8
"Sousa, Bennett","656986","43","14.3",34.9,"109.6","89.2","77.2","95.1","81.4","431","172","431","17",39.5,"3",7,4.5
"Weathers, Ryan","677960","42","14.6",33.3,"107","87.9","78.2","93","80.3","404","188","399","15",35.7,"3",7.1,4.9
"Brebbia, John","605154","42","21.9",16.7,"113.5","89.9","77.9","95.9","88.7","405","142","376","20",47.6,"4",9.5,5.9
"Glasnow, Tyler","607192","42","13.8",38.1,"111.9","88.7","77.3","92.4","84.4","407","188","391","15",35.7,"8",19,10.4
"Bigge, Hunter","685801","42","13",45.2,"110.5","92.8","83.2","96","92.2","403","189","396","22",52.4,"5",11.9,8.3
"Yates, Kirby","489446","42","16.7",33.3,"108.5","89.6","78.9","95.7","84","411","174","395","19",45.2,"5",11.9,6.3
"Zeferjahn, Ryan","666171","42","9.8",42.9,"114.9","91.7","80.6","97.5","87.9","433","170","408","22",52.4,"3",7.1,3.8
"Ruiz, José","614179","41","12.3",34.1,"110","89","76.6","95","81.9","412","161","393","15",36.6,"3",7.3,5.1
"Spiers, Carson","686730","41","22.3",29.3,"110.2","93.9","84.6","97.4","93.5","432","202","397","20",48.8,"5",12.2,8.3
"Gordon, Tanner","685299","40","19.5",35,"112.7","90.6","80.4","92.6","88.6","402","187","365","14",35,"2",5,3.8
"McFarland, T.J.","519008","40","6.6",40,"110.4","92.1","82.6","97.6","88.6","393","143",,"17",42.5,"4",10,8.3
"McCullers Jr., Lance","621121","40","11",40,"107.9","91.1","80.5","97.5","85.8","413","156","384","21",52.5,"5",12.5,7.5
"Bautista, Félix","642585","40","3.5",30,"110.5","85.7","71.5","99.6","78.8","421","125","407","14",35,"3",7.5,4.3
"Coulombe, Danny","543056","39","22.3",28.2,"102.8","87.3","77.5","90.7","86.7","382","169",,"15",38.5,"0",0,0
"Hendriks, Liam","521230","39","18.3",41,"110.5","92.2","83.2","97.6","84","418","194","403","20",51.3,"4",10.3,6.8
"Lopez, Jacob","682052","39","30.4",30.8,"108.7","86.9","77.7","91.2","74.5","426","181","426","9",23.1,"1",2.6,1.5
"Sims, Lucas","608371","38","14.1",28.9,"110.3","86.7","73.7","92.9","79.3","415","158","400","15",39.5,"4",10.5,5.6
"Winckowski, Josh","670174","37","6.1",35.1,"110.8","89.9","78.3","97.2","85.6","395","149",,"20",54.1,"5",13.5,9.6
"Morillo, Juan","666661","37","14.2",27,"109.8","86","73.9","89","85.3","395","147","386","15",40.5,"2",5.4,3.6
"Kelly, Zack","677161","37","11.6",40.5,"107.7","88","77.2","95.7","80.6","384","167","384","15",40.5,"3",8.1,5.7
"Civale, Aaron","650644","36","23.9",33.3,"113.1","87","74.3","91.4","75.3","410","209","387","14",38.9,"4",11.1,8
"Anderson, Ian","666120","36","13.4",36.1,"115.8","88.3","74.9","91.7","86.8","372","152","371","15",41.7,"3",8.3,5.9
"Flexen, Chris","623167","35","11.5",25.7,"109.1","91.2","82.5","93.6","88.3","358","147",,"14",40,"1",2.9,2.2
"De los Santos, Yerry","660787","35","3.6",28.6,"113.6","90.1","80.8","91.6","90.6","383","124",,"13",37.1,"1",2.9,2
"Strider, Spencer","675911","35","19.1",42.9,"113.2","94.3","86.3","95.9","94.2","412","209","408","16",45.7,"2",5.7,3.3
"McDaniels, Garrett","680729","35","1.5",22.9,"109.5","89","76.6","86.9","89.9","386","99","384","15",42.9,"4",11.4,8
"Miller, Mason","695243","34","10.2",41.2,"107.2","88.5","77.1","95.4","80.2","409","197","392","17",50,"6",17.6,7.4
"Lee, Chase","695445","34","13.7",35.3,"107.6","87.2","74.8","86.7","90.6","409","155",,"13",38.2,"1",2.9,1.9
"Snell, Blake","605483","34","10.1",41.2,"109.6","88.2","76.6","92.6","80.4","389","171",,"13",38.2,"4",11.8,8.7
"Roycroft, Chris","688297","34","13.2",23.5,"108","95.8","88.2","98.3","94.3","396","164",,"20",58.8,"5",14.7,10.4
"Ort, Kaleb","672391","34","20.1",23.5,"106.4","87.4","76.8","91.9","84.9","378","176","358","11",32.4,"1",2.9,2
"Pearson, Nate","663878","34","23.8",35.3,"108.4","89.9","80.6","92.4","89.3","389","207","380","13",38.2,"3",8.8,6.4
"Festa, David","701581","34","19.2",50,"110.4","90","78.4","93.1","82.6","405","191",,"14",41.2,"3",8.8,5.4
"VanWey, Logan","701121","34","13.5",41.2,"103.3","89.8","80.5","93.5","88.7","394","155","373","15",44.1,"2",5.9,4.7
"Arias, Luarbert","678215","34","17.5",55.9,"113.2","93.6","85.8","95.1","93.3","400","212","400","15",44.1,"4",11.8,8
"Hamilton, Ian","641656","34","11.2",41.2,"107.5","89.2","79.9","94.1","84.7","390","174","376","11",32.4,"3",8.8,4.4
"Leclerc, José","600917","33","14.9",45.5,"110.7","88.8","77.3","93.7","85","424","182","399","15",45.5,"4",12.1,8.7
"Fernandez, Ryan","681676","33","9.7",27.3,"108.8","92.8","83.3","93.5","94.8","434","165","418","19",57.6,"5",15.2,11.1
"Stroman, Marcus","573186","33","13.6",39.4,"109.8","92.2","82.2","96","89.6","397","182","359","15",45.5,"4",12.1,8.5
"Reynolds, Sean","669308","33","4",45.5,"109.7","90.7","79.7","98","78.8","428","178","410","16",48.5,"6",18.2,12.8
"Anderson, Shaun","641312","33","17.3",27.3,"109.5","91.1","81.5","94.8","86.8","431","192","408","13",39.4,"5",15.2,10.9
"Castillo, José","620454","33","6.6",36.4,"103.5","87.1","77","90.7","84","422","160","401","11",33.3,"2",6.1,4.3
